0,0.2,-2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.2,-2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
0,0.2,-2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20.5
-130,6.2,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,21.5
-130,6.2,3.5,-120,-70,0,0,0,0,0,0,0,0,0,0,0,0,-130,70,0,0,0,0,10,0,0,0,1,1,23
-130,6.2,3.5,-120,-70,0,0,0,0,0,0,0,0,0,0,0,0,-130,70,0,0,0,0,90,-100,0,0,1,1,24
-130,6.2,3.5,0,0,-60,-30,0,-110,-120,20,0,0,90,0,-120,30,-200,180,0,0,-90,0,-20,10,0,0,1,1,26
-130,6.2,3.5,-40,40,0,0,-100,-20,-20,0,-100,-20,10,100,-40,0,-300,210,-90,0,-90,0,10,-10,0,0,1,1,27
-130,6.2,3.5,-40,0,0,0,-10,-20,-20,10,-110,-20,10,50,-40,0,-300,210,-90,0,-90,0,100,-90,0,0,1,1,27.5
-130,6.2,3.5,-40,0,-50,30,-10,-20,-20,10,-110,-20,10,50,-40,0,-300,210,-90,0,-90,0,180,-180,0,0,1,1,28
-130,6.2,3.5,-40,0,-80,80,-10,-20,-20,10,-110,-20,10,0,-30,-70,-340,210,-90,0,-90,0,270,-270,0,0,1,1,28.5
-130,6.2,3.5,-40,0,-120,40,-10,-40,-20,10,-110,-20,10,0,-30,-130,-340,210,-90,0,-90,0,370,-360,0,0,1,1,29
-130,6.2,3.5,-20,0,-170,40,-120,-40,-20,10,-110,-20,10,0,-30,-130,-290,210,-90,0,-90,0,450,-460,0,0,1,1,29.5
-130,6.2,3.5,-110,0,-200,40,-170,-40,0,0,-110,-20,10,0,-30,-130,-290,210,-90,0,-90,0,540,-540,0,0,1,1,30
-130,6.2,3.5,-150,0,-200,40,-120,-40,0,0,-110,20,0,80,-30,-130,-290,210,-90,0,-90,0,630,-630,0,0,1,1,30.5
-130,6.2,3.5,-150,0,-200,40,-20,0,0,0,-120,50,-10,80,-30,-130,-320,140,-90,0,-90,0,720,-720,0,0,1,1,31
-130,6.2,3.5,-90,0,-130,40,-20,0,0,0,-70,50,0,40,70,-130,-280,140,-50,0,-60,0,810,-810,0,0,1,1,31.5
-130,6.2,3.5,-40,0,-50,10,-20,0,0,0,-60,10,0,40,90,-180,-260,180,-30,0,-40,0,900,-900,0,0,1,1,32
-130,6.2,3.5,0,0,-20,10,0,0,0,0,-20,10,0,10,170,-180,-210,180,-10,0,-50,0,990,-990,0,0,1,1,32.5
-130,6.2,3.5,0,0,-10,0,0,0,0,0,-10,0,0,20,170,-180,-210,180,-10,0,-50,0,1080,-1080,0,0,1,1,33
-130,6.2,3.5,0,0,-10.2045,0.204468,0,0,0,0,-10.2045,0.204468,0,19.7955,170,-180,-210,180,-10,0,-50,0,1078.16,-1078.16,0,0,1,1,33.5
-130,6.2,3.5,0,0,-50.2045,0.204468,0,0,0,0,-0.204468,0.204468,0,-0.204468,110,-180,-210,180,-10,0,-50,0,998.16,-998.16,0,0,1,1,34
-130,6.2,3.5,10,0,-90.2045,20.2045,0,-60,0,0,-0.204468,0.204468,0,-0.204468,70,-160,-210,180,-10,0,-50,0,908.16,-908.16,0,0,1,1,34.5
-130,6.2,3.5,10,0,-90.2045,20.2045,0,-120,0,0,-0.204468,0.204468,0,-0.204468,50,-160,-210,180,-10,0,-50,0,818.16,-808.16,0,0,1,1,35
-130,6.2,3.5,10,0,-90.2045,0.204468,0,-100,0,0,-0.204468,0.204468,0,-0.204468,20,-180,-210,180,-10,0,-50,0,728.16,-718.16,0,0,1,1,35.5
-130,6.2,3.5,10,0,-60.2045,0.204468,0,-60,-50,0,-0.204468,0.204468,30,-0.204468,70,-180,-210,180,0,0,-40,0,638.16,-638.16,0,0,1,1,36
-130,6.2,3.5,10,0,-10.2045,0.204468,0,-30,-60,0,-0.204468,0.204468,0,-0.204468,110,-180,-210,180,0,0,-70,0,548.16,-538.16,0,0,1,1,36.5
-130,6.2,3.5,10,0,-10.2045,0.204468,0,-30,-100,0,-0.204468,0.204468,30,-0.204468,150,-180,-180,180,0,0,-90,0,448.16,-448.16,0,0,1,1,37
-130,6.2,3.5,10,0,-10.2045,0.204468,0,-10,-130,0,-0.204468,0.204468,0,-0.204468,150,-180,-180,180,0,0,-90,0,358.16,-358.16,0,0,1,1,37.5
-130,6.2,3.5,0,-40,-10.2045,40.2045,0,-10.5836,-129.125,0,-0.204468,0.204468,30.8755,-0.204468,170,-200,-180,150,0,0,-90,0,270.786,-270.786,0,0,1,1,38
-130,6.2,3.5,0,-90,-10.2045,90.2045,0,-0.583649,-129.125,0,-0.204468,0.204468,30.8755,-0.204468,190,-110,-180,110,0,0,-90,0,190.786,-180.786,0,0,1,1,38.5
-130,6.2,3.5,0,-100,-10.2045,80.2045,0,-0.583649,-139.125,0,9.79553,0.204468,0.875473,-0.204468,190,-130,-180,90,0,0,-90,0,100.786,-90.7864,0,0,1,1,39
-130,6.2,3.5,0,-100,-10.2045,80.2045,-90,-100.584,-129.125,0,9.79553,0.204468,20.8755,-0.204468,160,-90,-180,90,0,0,-90,0,10,0,0,0,1,1,39.5
-130,6.2,3.5,0,-40,-10.2045,50.2045,-90,-100.584,-119.125,0,-0.204468,0.204468,60.8755,-0.204468,180,-120,-180,120,0,0,-90,0,-79.2136,89.2136,0,0,1,1,40
-130,6.2,3.5,0,-10,-10.2045,10.2045,-50,-30.5836,-59.1245,0,-0.204468,0.204468,80.8755,-0.204468,180,-150,-180,160,0,0,-40,0,-169.214,179.214,0,0,1,1,40.5
-130,6.2,3.5,0,-10,-10.2045,10.2045,-10,9.41635,0.875473,0,-0.204468,0.204468,80.8755,-0.204468,180,-130,-180,180,0,0,-70,0,-269.214,269.214,0,0,1,1,41
-130,6.2,3.5,0,-20,-10.2045,10.2045,-10,9.41635,0.875473,0,-0.204468,0.204468,80.8755,-0.204468,180,-130,-180,140,0,0,-70,0,-329.214,329.214,0,0,1,1,41.3
-130,6.2,3.5,0,0,-10.2045,0.204468,-10,9.41635,0.875473,0,-0.204468,0.204468,0.875473,-0.204468,180,-180,-180,170,0,0,0,0,-349.214,359.214,0,0,1,1,41.5
-130,6.2,3.5,0,-1.44271,-10.2045,0.925827,-10,9.41635,0.875473,0,-0.204468,0.204468,6.64633,-0.204468,180,-176.393,-180,167.836,0,0,0,0,-347.771,357.05,0,0,1,1,42
-130,6.2,3.5,-10,-31.4427,-10.2045,30.9258,-120,-120.5836,-9.12453,0,-0.204468,0.204468,6.64633,69.7955,180,-176.393,-180,37.8359,0,0,0,0,-357.771,367.05,50,20,1,1,42.3
-130,6.2,3.5,0,-1.44271,-10.2045,0.925827,-10,9.41635,0.875473,0,-0.204468,0.204468,6.64633,-0.204468,180,-176.393,-180,167.836,0,0,0,0,-347.771,357.05,0,0,1,1,42.5
-130,6.2,3.5,0,-1.44271,-10.2045,0.925827,-10,9.41635,0.875473,0,-0.204468,0.204468,6.64633,-0.204468,180,-176.393,-180,167.836,0,0,0,0,-347.771,357.05,0,0,1,1,43
-130,6.2,3.5,-0.707051,-3.56386,-80.2045,-46.953,-25.6564,-66.9471,0.168422,0,-0.204468,0.204468,6.64633,4.74489,180,-176.393,-330,198.644,0,0,0,0,-328.478,347.757,0,0,1,1,43.25
