31.018087,8.508760,36.965919,1.000000,-0.111619,0.984808,-0.133022,1.000000
39.392311,6.945927,-0.000002,1.000000,-0.173648,0.984808,0.000000,1.000000
11.476433,-26.498382,-13.677080,1.000000,-0.219846,0.939693,0.262003,1.000000
11.476433,6.498382,-13.677080,1.000000,-0.219846,0.939693,0.262003,1.000000
15.748300,16.758986,-43.268085,1.000000,-0.116978,0.939693,0.321394,1.000000
-34.702702,7.987815,-29.119019,1.000000,0.133022,0.984808,0.111619,1.000000
-20.733871,65.778481,11.970703,1.000000,0.813798,0.342020,-0.469846,1.000000
-32.640907,60.517509,38.899902,1.000000,0.492404,0.642788,-0.586824,1.000000
-17.320515,20.000000,29.999998,1.000000,0.250000,0.866025,-0.433013,1.000000
0.000003,10.472322,13.035082,1.000000,-0.000000,0.939693,-0.342020,1.000000
